SynsetID|Definition|English|Spanish|French|Italian|Portuguese|Romanian|German
liturgy.n.02|a rite or body of rites prescribed for public worship|liturgy|liturgia|liturgie|liturgia|liturgia|liturghie|liturgji
sacrament.n.01|a formal religious ceremony conferring a specific grace on those who receive it; the two Protestant ceremonies are baptism and the Lord's Supper; in the Roman Catholic Church and the Eastern Orthodox Church there are seven traditional rites accepted as instituted by Jesus: baptism and confirmation and Holy Eucharist and penance and holy orders and matrimony and extreme unction|sacrament|sacramento|sacrement|sacramento|sacramento|sacrament|premtim_i_shenjtë
marriage.n.03|the act of marrying; the nuptial ceremony|marriage|boda|mariage|matrimonio|casamento|căsătorire|ceremoni_martësore
consecration.n.02|(religion) sanctification of something by setting it apart (usually with religious rites) as dedicated to God|consecration|consagración|consécration|benedizione|consagração|consacrare|devocion
mass.n.04|(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist|Mass|misa|messe|messa|missa|mesă|meshë
placement.n.03|the act of putting something in a certain place|placement|posición|emplacement|collocazione|colocação|amplasare|pozicionoj
stay.n.01|continuing or remaining in a place or state|stay|estancia|séjour|arresto|permanência|stat|qëndrim
residency.n.01|the act of dwelling in a place|residency|residencia|résidence|abitazione|habitação|domiciliere|banim
provision.n.02|the activity of supplying or providing something|provision|abastecimiento|approvisionnement|apporto|abastecimento|aprovizionare|furnizim
pause.n.02|temporary inactivity|pause|pausa|pause|interruzione|intervalo|pauză|hesht
abstinence.n.02|act or practice of refraining from indulging an appetite|abstinence|abstinencia|abstinence|astinenza|abstinência|abstinență|maturi
hindrance.n.03|the act of hindering or obstructing or impeding|hindrance|interferencia|entrave|frapposizione|impedimento|împiedicare|interferent
stop.n.02|the act of stopping something|stop|detención|arrêt|fermata|paralização|contenire|ndalesë
distribution.n.03|the act of distributing or spreading or apportioning|distribution|dispersión|distribution|distribuzione|distribuição|distribuire|shpërndarje
allotment.n.02|the act of distributing by allotting or apportioning; distribution according to a plan|allotment|repartimiento|allocation|assegnazione|divisão|distribuire|caktim
market.n.01|the world of commercial activity where goods and services are bought and sold|market|mercado|marché|commercio|mercado|piață|shesh_pazari
investing.n.01|the act of investing; laying out money or capital in an enterprise with the expectation of profit|investing|inversión|investissement|investimento|investimento|investire|investim
transaction.n.01|the act of transacting within or between groups (as carrying on commercial activities)|transaction|negociación|opération|operazione|transação|schimb|operacion_finaciar
selling.n.01|the exchange of goods for an agreed sum of money|selling|merchandising|marchandisage|compravendita|venda|vindere|mallra
payment.n.02|the act of paying money|payment|abono|paiement|liquidazione|pagamento|plată|pagesë
migration.n.01|the movement of persons from one country or locality to another|migration|migración|migration|emigrazione|migração|migrare|emigrim
legislation.n.02|the act of making or enacting laws|legislation|legislación|législation|legislazione|legislação|legifera|legjislacion
duty.n.01|the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr|duty|deber|devoir|debito|dever|datorie|detyrë
management.n.01|the act of managing something|management|dirección|administration|amministrazione|administração|administrare|drejtim
treatment.n.02|the management of someone or something|treatment|manejo|traitement|condotta|tratamento|atitudine|shtjellim
administration.n.01|a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)|administration|administración|administration|amministrazione|administração|administrare|drejtim
authorization.n.04|the act of conferring legality or sanction or formal warrant|authorization|apoderamiento|habilitation|autorizzazione|autorização|împuternicire|autorizim
punishment.n.01|the act of punishing|punishment|castigo|châtiment|castigo|castigo|pedepsire|dënim
exchange.n.03|the act of changing one thing for another thing|exchange|cambio|échange|baratto|câmbio|schimb|ndërrim
confrontation.n.04|the act of hostile groups opposing each other|confrontation|confrontación|confrontation|confronto|confronto|confruntare|kundervenie
fight.n.02|the act of fighting; any contest or struggle|fight|combate|bataille|battaglia|batalha|bătaie|betejë
protest.n.02|the act of protesting; a public (often organized) manifestation of dissent|protest|objeción|manifestation|protesta|protesto|protest|kundërshtim
proceeding.n.01|(law) the institution of a sequence of steps by which legal judgments are invoked|proceeding|diligencia|procédure|azione_giudiziaria|procedimento_legal|procedură|procedure_ligjore
judgment.n.03|(law) the determination by a court of competent jurisdiction on matters submitted to it|judgment|fallo|arrêt|decisione|julgamento|hotărârejudecătorească|gjykim
cooperation.n.01|joint operation or action|cooperation|cooperación|collaboration|collaborazione|colaboração|cooperare|bashkëpunim
aid.n.02|the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose|aid|asistencia|aide|aiuto|ajuda|ajutor|mbështetje
relief.n.05|assistance in time of difficulty|relief|socorro|relief|assistenza|ajuda|ajutor|ndihme
consolation.n.02|the act of consoling; giving relief in affliction|consolation|consuelo|consolation|conforto|conforto|alinare|lehtësim
support.n.02|aiding the cause or policy or interests of|support|apoyo|appui|adesione|apoio|sprijin|mbështetje
attachment.n.05|faithful support for a cause or political party or religion|attachment|adhesión|adhésion|attaccamento|aderência|aderare|besnikeri
auspices.n.01|kindly endorsement and guidance|auspices|auspicio|protection|auspicio|auspício|auspiciu|mbrojtje
support.n.01|the activity of providing for or maintaining by supplying with money or necessities|support|apoyo|aide|mantenimento|amparo|ajutor|mbështetje
behavior.n.01|manner of acting or controlling yourself|behavior|actuación|comportement|comportamento|comportamento|comportament|mënyrë_sjellje
insult.n.02|a deliberately offensive act or something producing the effect of deliberate disrespect|insult|insulto|affront|affronto|afronta|injurie|fyerje
assembly.n.06|the social act of assembling|assembly|asamblea|assemblée|adunanza|assembléia|adunare|kuvend
meeting.n.04|the social act of assembling for some common purpose|meeting|encuentro|assemblée|adunanza|encontro|adunare|mbledhje
session.n.03|a meeting devoted to a particular activity|session|sesión|session|sessione|sessão|sesiune|mbledhje
absence.n.02|failure to be present|absence|ausencia|absence|assenza|ausência|absență|mungesë
return.n.10|a reciprocal group action|return|contraataque|contrepartie|restituzione|retribuição|replică|kthim_mbrapa
engagement.n.07|the act of sharing in the activities of a group|engagement|compromiso|accordailles|coinvolgimento|participação|angajare|angazhim
hunger_strike.n.01|a voluntary fast undertaken as a means of protest|hunger_strike|huelga_de_hambre|Jeûne#Je.C3.BBne_politique|sciopero_della_fame|greve_de_fome|grevafoamei|grevë_urie
strike.n.01|a group's refusal to work in protest against low pay or bad work conditions|strike|huelga|grève|sciopero|greve|grevă|grevë
leadership.n.01|the activity of leading|leadership|liderazgo|leadership|comando|liderança|conducere|drejtues
reference.n.07|the act of referring or consulting|reference|consulta|consultation|consultazione|consulta|referință|këshillim
female.n.01|an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa)|female|hembra|femelle|femmina|fêmea|femelă|femër
male.n.01|an animal that produces gametes (spermatozoa) that can fertilize female gametes (ova)|male|macho|mâle|maschio|macho|mascul|mashkull
young.n.01|any immature animal|young|cría|jeune|piccolo|cria|progenitură|filiz
protozoan.n.01|any of diverse minute acellular or unicellular organisms usually nonphotosynthetic|protozoan|protozoo|protozoaire|protozoo|protozoário|protozoar|protozoar
alga.n.01|primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves|alga|alga|Algue|alga|alga|algă|algë
chordate.n.01|any animal of the phylum Chordata having a notochord or spinal column|chordate|chordata|cordés|cordato|cordados|animalcunotocord|kordak
vertebrate.n.01|animals having a bony or cartilaginous skeleton with a segmented spinal column and a large brain enclosed in a skull or cranium|vertebrate|vertebrado|vertébré|vertebrato|vertebrado|craniată|kurrizor
bird.n.01|warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings|bird|ave|oiseau|pennuto|ave|pasăre|zogj
amphibian.n.03|cold-blooded vertebrate typically living on land but breeding in water; aquatic larvae undergo metamorphosis into adult form|amphibian|amphibia|amphibie|anfibio|Anfibios|amfibian|amfib
reptile.n.01|any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms|reptile|reptilia|reptile|rettile|répteis|reptilă|rrëshqanor
arthropod.n.01|invertebrate having jointed limbs and a segmented body with an exoskeleton made of chitin|arthropod|arthropoda|arthropode|artropodi|Artropode|artropod|arthropod
mammal.n.01|any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk|mammal|mammalia|mammifère|mammifero|mamífero|mamifer|gjitar
placental.n.01|mammals having a placenta; all mammals except monotremes and marsupials|placental|euterios|placentaire|euterio|mamífero|placentar|plaçentë
hide.n.02|body covering of a living animal|hide|pellejo|cuir|pelle|pele|blană|gëzof
worm.n.01|any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae|worm|gusano|ver|baco|verme|vierme|krimb
byssus.n.01|tuft of strong filaments by which e.g. a mussel makes itself fast to a fixed surface|byssus|biso|barbe|bisso|Bisso|barbă|beard
canine.n.02|any of various fissiped mammals with nonretractile claws and typically long muzzles|canine|cánido|canin|canide|canídeo|canid|qen
wing.n.01|a movable organ for flying (one of a pair)|wing|ala|aile|ala|ala|aripioară|krah
prey.n.02|animal hunted or caught for food|prey|presa|proie|preda|presa|vânat|gjah
game.n.04|animal hunted for food or sport|game|caza|gibier|caccia|Ave_de_caça|vânat|kafshë_gjahu
tail.n.01|the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body|tail|cola|queue|coda|cauda|coadă|bisht
bee.n.01|any of numerous hairy-bodied insects including social and solitary species|bee|abeja|abeille|ape|abelha|albină|bletë
caterpillar.n.01|a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth|caterpillar|oruga|chenille|bruco|lagarta|omidă|larvë
grub.n.02|a soft thick wormlike larva of certain beetles and other insects|grub|gusano|larve|bruco|larva|vierme|vemje
queen.n.01|the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs|queen|reina|reine|regina|rainha|matcă|mbretëreshë
rodent.n.01|relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing|rodent|rodentia|rodentia|roditore|roedor|rozător|brejtës
mouse.n.01|any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails|mouse|mus|souris|sorcio|Mus|șoarece|mi
rat.n.01|any of various long-tailed rodents similar to but larger than a mouse|rat|rata|rat|ratto|Rattus|guzgan|mi
horse.n.01|solid-hoofed herbivorous quadruped domesticated since prehistoric times|horse|caballo|cheval|Equus_caballus|cavalo|cabalină|kalë
sheep.n.01|woolly usually horned ruminant mammal related to the goat|sheep|ardia|mouton|pecora|carneiro|oaie|dhen
loin.n.02|either side of the backbone between the hipbone and the ribs in humans as well as quadrupeds|loin|lomo|Lombes|lombo|lombo|șale|filet_mishi
primate.n.02|any placental mammal of the order Primates; has good eyesight and flexible hands and feet|primate|primate|primat|primate|primata|primat|primat
homo.n.02|any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage|homo|hombre|homme|essere_umano|Homo_Sapiens|ființăumană|njeri
world.n.08|all of the living human inhabitants of the earth|world|hombre|homme|genere_umano|espécie_humana|lume|bote
fish.n.01|any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills|fish|pez|poisson|pesce|cardume|pește|peshk
access.n.03|a way of entering or leaving|access|acceso|accès|accesso|abordagens|acces|mundësi_për_te_hyre_ose_përdorur
airplane.n.01|an aircraft that has a fixed wing and is powered by propellers or jets|airplane|aeroplano|avion|aereo|aeronaves|aeroplan|aeroplan
airport.n.01|an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo|airport|aeropuerto|airport|aerodromo|Aeroportos_da_América_do_Sul|aerodrom|aerodrom
annex.n.01|an addition that extends a main building|annex|ala|aile|annesso|asa|aripă|aneksoj
apartment.n.01|a suite of rooms usually on one floor of an apartment house|apartment|apartamento|appartement|appartamento|apartamento|apartament|apartament
apparatus.n.01|equipment designed to serve a specific function|apparatus|aparato|appareil|apparato|aparato|aparat|aparat,pajisje
apse.n.01|a domed or vaulted recess or projection on a building especially the east end of a church; usually contains the altar|apse|ábside|abside|abside|abside|absidă|kupolë
arch.n.04|(architecture) a masonry construction (usually curved) for spanning an opening and supporting the weight above it|arch|arco|arc|arcata|Arco|arc|hark
aspirin.n.01|the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets|aspirin|aspirina|acide_acétylsalicylique|aspirina|Aspirina|acidacetilsalicilic|aspirin
attire.n.01|clothing of a distinctive style or for a particular occasion|attire|traje|revêtir|abito|roupa|costum|uniformë,veshje
bag.n.01|a flexible container with a single opening|bag|bolsa|sac|borsa|bolsa|sac|çantë
balcony.n.02|a platform projecting from the wall of a building and surrounded by a balustrade or railing or parapet|balcony|balcón|balcon|balconata|Varanda|balcon|ballkon
barge.n.01|a flatbottom boat for carrying heavy loads (especially on canals)|barge|gabarra|barge|barcone|barca|barjă|hoy
barrier.n.01|a structure or object that impedes free movement|barrier|barrera|barrière|barriera|barreira|barieră|gardh
barroom.n.01|a room or establishment where alcoholic drinks are served over a counter|barroom|bar|bar|bar|bar|bar|bar
base.n.08|a support or foundation|base|base|base|base|pé|bază|bazament
base.n.01|installation from which a military force initiates operations|base|base|base|base|base_militar|bazămilitară|bazë_ushtarake
basement.n.01|the lowermost portion of a structure partly or wholly below ground level; often used for storage|basement|sótano|cave|cantina|cave|subsol|bodrum
basket.n.01|a container that is usually woven and has handles|basket|cesto|panier|canestro|cesta|coș|shport
bathroom.n.01|a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet|bathroom|baño|baignoire|bagno|banheiro|baie|banjë
bathtub.n.01|a relatively large open container that you fill with water and use to wash the body|bathtub|bañera|baignoire|bagnarola|banheira|baie|vaskë
bed.n.01|a piece of furniture that provides a place to sleep|bed|cama|lit|letto|Camas|pat|shtrat
bend.n.03|curved segment (of a road or river or railroad track etc.)|bend|codo|courbe|ansa|curva|curbă|kthesë
blind.n.03|a protective covering that keeps things out or hinders sight|blind|cortina|store|cortina|cortina|jaluzea|ndarës
block.n.01|a solid piece of something (usually having flat rectangular sides)|block|bloque|bloc|blocco|bloco|bloc|bllok
blockade.n.02|prevents access or progress|blockade|bloqueo|blocage|blocco|obstáculo|blocadă|bllokadë
blockage.n.02|an obstruction in a pipe or tube|blockage|bloque|obstruction|accecamento|obstáculo|dop|bllokim
board.n.03|a flat piece of material designed for a special purpose|board|tabla|planche|tavola|lousa|placă|stendë
boat.n.01|a small vessel for travel on water|boat|barco|bateau|barca|Barco|barcă|varkë
bomb.n.01|an explosive device fused to explode under specific conditions|bomb|bomba|bombardement|bomba|Bombas|bombă|bombë
book.n.02|physical objects consisting of a number of pages bound together|book|ejemplar|livre|libro|livro|tom|libër
boot.n.01|footwear that covers the whole foot and lower leg|boot|bota|botte|scarpone|bota|bocanc|çizme
bottle.n.01|a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped|bottle|botella|bouteille|bottiglia|Garrafa|butelie|shhishe
box.n.01|a (usually rectangular) container; may have a lid|box|caja|boite|astuccio|caixa|cutie|kuti
bridge.n.01|a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.|bridge|puente|passerelle|ponte|ponte|pod|urë
building.n.01|a structure that has a roof and walls and stands more or less permanently in one place|building|edificio|bâtiment|costruzione|casa|clădire|godinë
bus.n.04|a car that is old and unreliable|bus|bote|épave|bagnarola|calhambeque|rablă|grumbull_hekurishtesh
button.n.01|a round fastener sewn to shirts and coats etc to fit through buttonholes|button|botón|bouton|bottone|botão|bumb|kopsë
cab.n.03|a car driven by a person whose job is to take passengers where they want to go in exchange for money|cab|taxi|fiacre|autopubblica|Taxi|taxi|shkoj_me_taksi
can.n.01|airtight sealed metal container for food or drink or paint etc.|can|bote|boite_de_conserve|barattolo|caixa_de_lata|cutie|kuti_konservash
car.n.01|a motor vehicle with four wheels; usually propelled by an internal combustion engine|car|auto|auto|auto|auto|automobil|automobil
car.n.02|a wheeled vehicle adapted to the rails of railroad|car|automotor|voiture|PSEUDOGAP!|automotora|drezină|vagon
card.n.01|one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes|card|carta|carte|carta|carta|carte|letër_bixhozi
cargo.n.01|goods carried by a large vehicle|cargo|carga|Transport_de_marchandises|carico|carga|încărcătură|load
center.n.03|a building dedicated to a particular activity|center|centro|centre|centro|centro|clădirecentrală|pjesë_qëndrore
chair.n.01|a seat for one person, with a support for the back|chair|silla|chaise|sedia|Cadeiras|scaun|karrige
chamber.n.01|a natural or artificial enclosed space|chamber|cámara|caisson|camera|estância|cameră|dhomë
chandelier.n.01|branched lighting fixture; often ornate; hangs from the ceiling|chandelier|lámpara_de_araña|chandelier|lampadario|candeeiro|candelabru|llambadar
church.n.02|a place for public (especially Christian) worship|church|iglesia|église|chiesa|igreja|biserică|kishë
cigarette.n.01|finely ground tobacco wrapped in paper; for smoking|cigarette|cigarrillo|Cigarette|sigaretta|cigarro|țigaretă|cigare
clock.n.01|a timepiece that shows the time of day|clock|reloj|horloge|orologio|Relógios|ceas|orë
clog.n.01|footwear usually with wooden soles|clog|almadreña|geta|zoccolo|tamanco|sabot|këpucë_druri
clothing.n.01|a covering designed to be worn on a person's body|clothing|atavío|habillement|abbigliamento|roupa|haină|artikuj_veshjesh
clubhouse.n.01|a building that is occupied by a social club|clubhouse|club|club|circolo|clube|club|klub
coat.n.01|an outer garment that has sleeves and covers the body from shoulder down; worn outdoors|coat|abrigo|manteau|cappotto|Casaco|haină|pallto
coating.n.01|a thin layer covering something|coating|baño|revêtement|mano|capa|strat|mbulesë_e_hollë
commodity.n.01|articles of commerce|commodity|artículo|bien|bene|Bens|bun|artikull
component.n.03|an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system|component|componente|composant|componente|componente|componentă|element
computer.n.01|a machine for performing calculations automatically|computer|computadora|calculateur|calcolatore|calculadora|calculator|kompjuter
connection.n.03|an instrumentality that connects|connection|conector|connecteur|allacciamento|conector|conector|bashkues
container.n.01|any object that can be used to hold things (especially a large metal boxlike object of standardized dimensions that can be loaded from one form of transport to another)|container|contenedor|bac|contenitore|caixa|container|enë
conveyance.n.03|something that serves as a means of transportation|conveyance|medio|transport|mezzo_di_trasporto|meios_de_transporte|mijlocdetransport|transportim
copy.n.02|a thing made to be similar or identical to another thing|copy|copia|copie|copia|cópia|copie|kopje
cord.n.01|a line made of twisted fibers or threads|cord|cordel|corde|corda|corda|frânghie|fije_,_pe_,_spango
corner.n.03|an interior angle formed by two meeting walls|corner|rincón|coin|angolo|canto|colț|cep
cotton.n.02|fabric woven from cotton fibers|cotton|algodón|coton|cotonato|algodão|bumbac|material_pambuku
course.n.09|facility consisting of a circumscribed area of land or water laid out for a sport|course|campo|cours|GAP!|pista|teren|kurs_,_drejtim
covering.n.02|an artifact that covers something else (usually to protect or shelter or conceal it)|covering|cubierta|couverture|copertura|capa|acoperiș|mbështjellës
cream.n.03|toiletry consisting of any of various substances in the form of a thick liquid that have a soothing and moisturizing effect when applied to the skin|cream|emoliente|crème|crema|creme|cremă|krem
creation.n.02|an artifact that has been brought into existence by someone|creation|creación|création|creazione|criação|creație|krijim
curtain.n.01|hanging cloth used as a blind (especially for a window)|curtain|cortina|manteau|cortina|cortina|draperie|perde
decoration.n.01|something used to beautify|decoration|adorno|décoration|addobbamento|adorno|decorație|dekor
design.n.04|a decorative or artistic work|design|adorno|dessin|disegno|ornamento|modeldecorativ|dizenjo
desk.n.01|a piece of furniture with a writing surface and usually drawers or other compartments|desk|escritorio|bureau|banco|escrivaninha|birou|tryezë_shkrimi
device.n.01|an instrumentality invented for a particular purpose|device|aparato|appareil|apparecchio|aparato|aparat|pajisje
doll.n.01|a small replica of a person; used as a toy|doll|muñeca|poupée|bambola|Bonecos|păpușă|kukull
drawing.n.02|a representation of forms or objects on a surface by means of lines|drawing|dibujo|dessin|disegno|desenho|desen|pikturë
dress.n.01|a one-piece garment for a woman; has skirt and bodice|dress|vestido|robe|abito|vestido|rochie|fustan
drug.n.01|a substance that is used as a medicine or narcotic|drug|droga|drogue|farmaco|droga|drog|drogë
dwelling.n.01|housing that someone is living in|dwelling|casa|demeure|abitazione|aposento|domiciliu|banesë
edge.n.06|the outside limit of an object or area or surface; a place farthest away from the center of something|edge|margen|bord|bordo|aba|margine|cak
end.n.13|a piece of cloth that is left over after the rest has been used or sold|end|resto|solde|ritaglio|resto|petic|stok
end_product.n.01|final product; the things produced|end_product|producción|production|prodotto_finale|produção|produsfinal|produkti_përfundimtar
engine.n.01|motor that converts thermal energy to mechanical work|engine|motor|moteur|motore|motor|mașinătermică|motor
envelope.n.01|a flat (usually rectangular) container for a letter, thin package, etc.|envelope|sobre|enveloppe|busta|envelope|plic|zarf
equipment.n.01|an instrumentality needed for an undertaking or to perform a service|equipment|equipamiento|équipement|apparecchiatura|equipamento|echipament|pajisje
exit.n.01|an opening that permits escape or release|exit|salida|issue|uscita|escapatória|ieșire|dalje
export.n.01|commodities (goods or services) sold to a foreign country|export|exportación|exportation|esportazione|comando_exportar|export|eksportoj
eye.n.05|a small hole or loop (as in a needle)|eye|ojo|chas|cruna|buraco|gaură|vrimë_gjilpëre
fabric.n.01|artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers|fabric|paño|chiffon|panno|Tecido_têxtil|material|beze
facility.n.01|a building or place that provides a particular service or is used for a particular industry|facility|instalación|installation|installazione|infra-estrutura|instalație|instalim
factory.n.01|a plant consisting of one or more buildings with facilities for manufacturing|factory|fabrica|atelier|fabbrica|casademoinho|fabrică|fabrikë
fan.n.01|a device for creating a current of air by movement of a surface or surfaces|fan|abanico|ventilateur|ventaglio|leque|ventilator|ventilator
farm.n.01|workplace consisting of farm buildings and cultivated land as a unit|farm|cortijo|exploitation|allevamento|fazenda|fermă|fermë
fence.n.01|a barrier that serves to enclose an area|fence|alambrada|clôture|recinto|barreira|gard|gardh
ferry.n.01|a boat that transports people or vehicles across a body of water and operates on a regular schedule|ferry|transbordador|bac|nave_traghetto|balsa|bac|anije_trap
floor.n.01|the inside lower horizontal surface (as of a room, hallway, tent, or other structure)|floor|piso|pays|impiantito|assoalho|pardoseală|dysheme
floor.n.02|a structure consisting of a room or set of rooms at a single position along a vertical scale|floor|piso|niveau|piano|andar|cat|kat
footwear.n.02|covering for a person's feet|footwear|calzado|chaussure|calzare|Calçados|încălțare|këpucë
foundation.n.03|lowest support of a structure|foundation|base|base|base|alicerce|bază|bazë
framework.n.03|a structure supporting or containing something|framework|armadura|cadre|montatura|estrutura|schelă|inkuadrim
furniture.n.01|furnishings that make a room or other area ready for occupancy|furniture|mobiliario|meuble|ammobiliamento|alfaia|mobilier|mobilje
garden.n.01|a plot of ground where plants are cultivated|garden|jardín|jardin|giardino|horto|grădină|kopsht
garment.n.01|an article of clothing|garment|indumento|vêtement|abito|roupa|articoldeîmbrăcăminte|veshje
gear.n.04|equipment consisting of miscellaneous articles needed for a particular operation or sport etc.|gear|accesorios|matériel|armamentario|parafernália|accesoriu|takëm
glass.n.02|a container for holding liquids while drinking|glass|vaso|verre|bicchiere|copo|pahar|gotë
golf_club.n.02|golf equipment used by a golfer to hit a golf ball|golf_club|palo|club|bastone_da_golf|taco|crosă|shkop_golfi
grave.n.02|a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)|grave|tumba|tombe|avello|sepultura|groapă|varr
gun.n.01|a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)|gun|arma_de_fuego|fusil|arma_da_fuoco|arma|pușcă|pushkë
handkerchief.n.01|a square piece of cloth used for wiping the eyes or nose or as a costume accessory|handkerchief|pañuelo|mouchoir|fazzoletto|lenço|batistă|shami
handle.n.01|the appendage to an object that is designed to be held in order to use or move it|handle|agarradera|manche|ansa|alça|coadă|dorezë
hat.n.01|headdress that protects the head from bad weather; has shaped crown and usually a brim|hat|sombrero|casquette|cappello|chapéu|pălărie|kapelë
helicopter.n.01|an aircraft without wings that obtains its lift from the rotation of overhead blades|helicopter|helicóptero|banane|elicottero|Helicoptero|elicopter|helikopter
hindrance.n.02|any obstruction that impedes or is burdensome|hindrance|estorbo|entrave|impaccio|obstáculo|impediment|pengesë
hole.n.02|an opening deliberately made in or through something|hole|agujero|cavité|buco|buraco|gaură|gropë_,_vrimë
hoop.n.02|a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling|hoop|aro|anneau|anello|arco|cerc|hallkë
hostel.n.02|inexpensive supervised lodging (especially for youths on bicycling trips)|hostel|Youth_Hostel|auberge_de_jeunesse|ostello_della_gioventù|Hostelalbergue|cabană|bujtinë
hostel.n.01|a hotel providing overnight lodging for travelers|hostel|albergue|auberge|locanda|albergaria|han|hotel
hotel.n.01|a building where travelers can pay for lodging and meals and other services|hotel|hotel|hôtel|albergo|Hotéis|hotel|hotel
house.n.01|a dwelling that serves as living quarters for one or more families|house|casa|maison|abitazione|Habitações|casă|shtëpi
implement.n.01|instrumentation (a piece of equipment or tool) used to effect an end|implement|herramienta|instrument|arnese|ferramenta|ustensilă|vegël
instrument.n.01|a device that requires skill for proper use|instrument|instrumento|instrument|apparecchio|aparelho|instrument|instrument
island.n.02|a zone or area resembling an island|island|isla|île|isola|ilha|insulă|ishull
key.n.01|metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated|key|llave|clef|chiave|botão_de_accionamento|cheie|çelës
kitchen.n.01|a room equipped for preparing meals|kitchen|cocina|cuisine|cucina|cozinha|bucătărie|kuzhinë
knife.n.01|edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle|knife|cuchillo|couteau|coltello|faca|cuțit|thikë
layer.n.01|single thickness of usually some homogeneous substance|layer|capa|couche|strato|calceteiro|pătură|shtresë
library.n.01|a room where books are kept|library|biblioteca|bibliothèque|biblioteca|biblioteca|bibliotecă|bibliotekë
lighter.n.02|a device for lighting or igniting fuel or charges or fires|lighter|encendedor|briquet|accenditore|encendedor|aprinzător|çakmak
living_quarters.n.01|housing available for people to live in|living_quarters|vivienda|domicile|alloggiamento|apartamento|imobil|apartament
lock.n.01|a fastener fitted to a door or drawer to keep it firmly closed|lock|cerradura|cadenas|chiusura|fechadura|încuietoare|bravë
loft.n.02|floor consisting of open space at the top of a house just below roof; often used for storage|loft|loft|galetas|abbaino|mansarda|pod|dhomë_në_papafingo
machine.n.01|any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks|machine|máquina|machine|macchina|maquinaria|mașină|makinë
machinery.n.01|machines or machine systems collectively|machinery|maquinaria|mach|apparato|maquinaria|mașină|makineri
magnet.n.01|(physics) a device that attracts iron and produces a magnetic field|magnet|imán|aimant|calamita|magnete|magnet|magnet
map.n.01|a diagrammatic representation of the earth's surface (or part of it)|map|mapa|carte|carta|desenho|hartă|hartë
material.n.04|things needed for doing or making something|material|material|matière|materiale|materiais|material|material
means.n.02|an instrumentality for accomplishing some end|means|manera|moyen|mezzo|ferramenta|mijloc|mënyrë
mechanism.n.05|device consisting of a piece of machinery; has moving parts that perform some function|mechanism|mecanismo|mécanisme|automatismo|mecanismo|mecanism|mekanizëm
medicine.n.02|(medicine) something that treats or prevents or alleviates the symptoms of disease|medicine|fármaco|médicament|farmaco|medicamento|doctorie|barna
memorial.n.03|a structure erected to commemorate persons or events|memorial|monumento|monument|monumento|monumento|monument|monument
merchandise.n.01|commodities offered for sale|merchandise|artículo|marchand|derrata|artigo|marfă|mallra
minaret.n.01|slender tower with balconies|minaret|alminar|minaret|minareto|minarete|minarea|minare
mine.n.01|excavation in the earth from which ores and minerals are extracted|mine|mina|mine|miniera|mina|mină|minierë
ministry.n.02|building where the business of a government department is transacted|ministry|ministerio|ministère|ministero|edifício_ministerial|minister|ministri
mirror.n.01|polished surface that forms images by reflecting light|mirror|espejo|glace|specchio|espelho|oglindă|pasqyrë
model.n.04|representation of something (sometimes on a smaller scale)|model|modelo|maquette|modello|esquema|machetă|gjedhe
